id_inter;reference_type;citation;reference
1247;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1248;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1249;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1250;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1251;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1252;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1253;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1254;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1255;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1256;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1257;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1258;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1259;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1260;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1261;t;Lopes 2002;Lopes, A. V. de F. 2002. Polinização por beija-flores em remanescentes da Mata Atlântica Pernambucana, Nordeste do Brasil. Tese de Doutorado, Universidade Estadual de Campinas, Brasil.
1262;a;Machado & Lopes 2002;Machado, I. C., and A. V. Lopes. 2000. Souroubea guianensis Aubl.: Quest for its legitimate pollinator and the first record of tapetal oil in the Marcgraviaceae. Annals of Botany 85:705–711.
1263;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1264;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1265;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1266;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1267;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1268;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1269;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1270;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1271;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1272;bc;Machado & Lopes 1998;Machado, I. C., and A. V. Lopes. 1998. A polinização biótica e seus mecanismos na Reserva Ecológica de Dois Irmãos. Pages 173–195 in Reserva Ecológica de Dois Irmãos: Estudos em um remanescente de Mata Atlântica em área urbana (Recife - Pernambuco - Brasil). Editora Universitária da UFPE, Recife, Brasil.
1273;a;Machado et al. 1998;Machado, I. C. S., I. Sazima, and M. Sazima. 1998. Bat pollination of the terrestrial herb Irlbachia alata (Gentianaceae) in northeastern Brazil. Plant Systematics and Evolution 209:231–237.
1274;a;Machado et al. 1998;Machado, I. C. S., I. Sazima, and M. Sazima. 1998. Bat pollination of the terrestrial herb Irlbachia alata (Gentianaceae) in northeastern Brazil. Plant Systematics and Evolution 209:231–237.
1275;t;Machado 1983;Machado, I. C. S. 1983. Biologia floral de Ipomoea hederifolia L.E. Ipomoea quamoclit L. (Convolvulaceae). Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
1276;t;Machado 1983;Machado, I. C. S. 1983. Biologia floral de Ipomoea hederifolia L.E. Ipomoea quamoclit L. (Convolvulaceae). Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
1277;t;Machado 1983;Machado, I. C. S. 1983. Biologia floral de Ipomoea hederifolia L.E. Ipomoea quamoclit L. (Convolvulaceae). Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
1278;t;Machado 1983;Machado, I. C. S. 1983. Biologia floral de Ipomoea hederifolia L.E. Ipomoea quamoclit L. (Convolvulaceae). Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
1279;t;Machado 1983;Machado, I. C. S. 1983. Biologia floral de Ipomoea hederifolia L.E. Ipomoea quamoclit L. (Convolvulaceae). Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
1280;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1281;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1282;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1283;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1284;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1285;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1286;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1287;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1288;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1289;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1290;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1291;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1292;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1293;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1294;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1295;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1296;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1297;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1298;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1299;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1300;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1301;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1302;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1303;t;Malanotte 2018;Malanotte, M. L. 2018. Ligando flores e polinizadores: Como os padrões de floração estruturam as comunidades de beija-flores? Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1304;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1305;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1306;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1307;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1308;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1309;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1310;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1311;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1312;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1313;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1314;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1315;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1316;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1317;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1318;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1319;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1320;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1321;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1322;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1323;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1324;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1325;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1326;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1327;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1328;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1329;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1330;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1331;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1332;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1333;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1334;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1335;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1336;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1337;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1338;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1339;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1340;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1341;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1342;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1343;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1344;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1345;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1346;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1347;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1348;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1349;t;Malucelli 2014;Malucelli, T. S. 2014. Fatores envolvidos na estruturação das redes de polinização beija-flor-planta em um gradiente sucessional. Dissertação de Mestrado, Universidade Federal do Paraná, Paraná, Brasil.
1350;a;Marques et al. 2015;Marques, J. S., M. C. Tagliati, and A. P. G. Faria. 2015. Diurnal versus nocturnal pollination success in Billbergia horrida Regel (Bromeliaceae) and the first record of chiropterophily for the genus. Anais da Academia Brasileira de Ciências 87:835–842.
1351;a;Marques et al. 2015;Marques, J. S., M. C. Tagliati, and A. P. G. Faria. 2015. Diurnal versus nocturnal pollination success in Billbergia horrida Regel (Bromeliaceae) and the first record of chiropterophily for the genus. Anais da Academia Brasileira de Ciências 87:835–842.
1352;a;Marques et al. 2015;Marques, J. S., M. C. Tagliati, and A. P. G. Faria. 2015. Diurnal versus nocturnal pollination success in Billbergia horrida Regel (Bromeliaceae) and the first record of chiropterophily for the genus. Anais da Academia Brasileira de Ciências 87:835–842.
1353;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1354;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1355;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1356;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1357;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1358;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1359;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1360;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1361;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1362;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1363;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1364;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1365;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1366;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1367;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1368;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1369;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1370;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1371;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1372;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1373;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1374;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1375;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
1376;t;Martilenlli 1994;Martinelli, G. 1994. Reproductive biology of Bromeliaceae in the Atlantic Rainforest of Southeastern Brazil. PhD Thesis, St. Andrews University, St. Andrews, Scotland.
